/カウンタ,移動パターン,敵の種類,x座標,x乱数,y座標,y乱数,スピード,発射時間,弾幕種類,弾の色,弾種類,体力,待機時間,アイテム
7160,6,0,448,0,180,0,0,0,16,0,3,1500,90,0
7210,6,0,423,0,180,0,0,0,16,0,3,1500,90,0
7260,6,0,398,0,180,0,0,0,16,0,3,1500,90,0
7310,6,0,373,0,180,0,0,0,16,0,3,1500,90,0
7360,6,0,348,0,180,0,0,0,16,0,3,1500,90,0
7410,6,0,323,0,180,0,0,0,16,0,3,1500,90,0
7460,6,0,298,0,180,0,0,0,16,0,3,1500,90,0
7510,6,0,273,0,180,0,0,0,16,0,3,1500,90,0
7560,6,0,248,0,180,0,0,0,16,0,3,1500,90,0
7610,6,0,223,0,180,0,0,0,16,0,3,1500,90,0
7660,6,0,198,0,180,0,0,0,16,0,3,1500,90,0
7710,6,0,173,0,180,0,0,0,16,0,3,1500,90,0
7760,6,0,148,0,180,0,0,0,16,0,3,1500,90,0
7810,6,0,123,0,180,0,0,0,16,0,3,1500,90,0
7860,6,0,98,0,180,0,0,0,16,0,3,1500,90,0
7160,6,0,448,0,180,0,0,0,16,2,3,1500,90,0
7210,6,0,473,0,180,0,0,0,16,2,3,1500,90,0
7260,6,0,498,0,180,0,0,0,16,2,3,1500,90,0
7310,6,0,523,0,180,0,0,0,16,2,3,1500,90,0
7360,6,0,548,0,180,0,0,0,16,2,3,1500,90,0
7410,6,0,573,0,180,0,0,0,16,2,3,1500,90,0
7460,6,0,598,0,180,0,0,0,16,2,3,1500,90,0
7510,6,0,623,0,180,0,0,0,16,2,3,1500,90,0
7560,6,0,648,0,180,0,0,0,16,2,3,1500,90,0
7610,6,0,673,0,180,0,0,0,16,2,3,1500,90,0
7660,6,0,698,0,180,0,0,0,16,2,3,1500,90,0
7710,6,0,723,0,180,0,0,0,16,2,3,1500,90,0
7760,6,0,748,0,180,0,0,0,16,2,3,1500,90,0
7810,6,0,773,0,180,0,0,0,16,2,3,1500,90,0
7860,6,0,798,0,180,0,0,0,16,2,3,1500,90,0
