/カウンタ,移動パターン,敵の種類,x座標,x乱数,y座標,y乱数,スピード,発射時間,弾幕種類,弾の色,弾種類,体力,待機時間,アイテム
7160,6,0,448,0,180,0,0,0,22,0,3,1500,90,0
7240,6,0,423,0,180,0,0,0,22,0,3,1500,90,3
7320,6,0,398,0,180,0,0,0,22,0,3,1500,90,7
7400,6,0,373,0,180,0,0,0,22,0,3,1500,90,0
7480,6,0,348,0,180,0,0,0,22,0,3,1500,90,3
7560,6,0,323,0,180,0,0,0,22,0,3,1500,90,7
7640,6,0,298,0,180,0,0,0,22,0,3,1500,90,0
7720,6,0,273,0,180,0,0,0,22,0,3,1500,90,3
7800,6,0,248,0,180,0,0,0,22,0,3,1500,90,7
7880,6,0,223,0,180,0,0,0,22,0,3,1500,90,0
7160,6,0,448,0,180,0,0,0,22,2,3,1500,90,3
7240,6,0,473,0,180,0,0,0,22,2,3,1500,90,7
7320,6,0,498,0,180,0,0,0,22,2,3,1500,90,0
7400,6,0,523,0,180,0,0,0,22,2,3,1500,90,3
7480,6,0,548,0,180,0,0,0,22,2,3,1500,90,7
7560,6,0,573,0,180,0,0,0,22,2,3,1500,90,0
7640,6,0,598,0,180,0,0,0,22,2,3,1500,90,3
7720,6,0,623,0,180,0,0,0,22,2,3,1500,90,7
7800,6,0,648,0,180,0,0,0,22,2,3,1500,90,7
7880,6,0,673,0,180,0,0,0,22,2,3,1500,90,7
//,,小,大,多数,,合計,,,,,,,,
//,パワー,89,7,0,,159,,,,,,,,
//,ポイント,18,12,0,,138,,,,,,,,
//,マネー,18,0,20,,318,,,,,,,,
