/カウンタ,移動パターン,敵の種類,x座標,x乱数,y座標,y乱数,スピード,発射時間,弾幕種類,弾の色,弾種類,体力,待機時間,アイテム
3650,0,0,548,0,-20,0,0,60,8,0,8,1650,240,6
3680,0,0,498,0,-20,0,0,60,8,0,8,1650,240,6
3710,0,0,448,0,-20,0,0,60,8,0,8,1650,240,2
//中ボス2,,,,0,,0,,,,,,0,,
4220,0,0,148,0,-20,0,0,60,31,2,13,2100,240,0
4220,0,0,178,0,-20,0,0,60,31,2,13,2100,240,3
4220,0,0,748,0,-20,0,0,60,8,0,8,2100,240,6
4220,0,0,718,0,-20,0,0,60,8,0,8,2100,240,0
4500,0,0,718,0,-20,0,0,60,31,2,13,2100,240,3
4500,0,0,748,0,-20,0,0,60,31,2,13,2100,240,6
4500,0,0,148,0,-20,0,0,60,8,0,8,2100,240,0
4500,0,0,178,0,-20,0,0,60,8,0,8,2100,240,3
4800,0,0,148,0,-20,0,0,60,31,2,13,2100,240,0
4800,0,0,748,0,-20,0,0,60,31,2,13,2100,240,3
4800,3,2,928,0,150,0,0,0,8,0,8,300,0,3
4820,3,2,928,0,50,0,0,0,8,0,8,300,0,6
4840,3,2,928,0,250,0,0,0,8,0,8,300,0,0
4860,3,2,928,0,140,0,0,0,8,0,8,300,0,3
4880,3,2,928,0,80,0,0,0,8,0,8,300,0,6
4900,3,2,928,0,220,0,0,0,8,0,8,300,0,0
4920,3,2,928,0,110,0,0,0,8,0,8,300,0,3
4940,3,2,928,0,90,0,0,0,8,0,8,300,0,6
4960,3,2,928,0,30,0,0,0,8,0,8,300,0,0
4980,3,2,928,0,240,0,0,0,8,0,8,300,0,3
5000,3,2,928,0,70,0,0,0,8,0,8,300,0,6
5020,3,2,928,0,220,0,0,0,8,0,8,300,0,0
5040,3,2,928,0,180,0,0,0,8,0,8,300,0,3
5060,3,2,928,0,80,0,0,0,8,0,8,300,0,6
5080,3,2,928,0,220,0,0,0,8,0,8,300,0,0
5150,0,0,148,0,-20,0,0,60,31,2,13,2100,240,1
5150,0,0,748,0,-20,0,0,60,31,2,13,2100,240,1
5150,4,2,-16,0,150,0,0,0,1,0,13,300,0,3
5170,4,2,-16,0,50,0,0,0,1,0,13,300,0,6
5190,4,2,-16,0,250,0,0,0,1,0,13,300,0,0
5210,4,2,-16,0,140,0,0,0,1,0,13,300,0,3
5230,4,2,-16,0,80,0,0,0,1,0,13,300,0,6
5250,4,2,-16,0,220,0,0,0,1,0,13,300,0,0
5270,4,2,-16,0,110,0,0,0,1,0,13,300,0,3
5290,4,2,-16,0,90,0,0,0,1,0,13,300,0,6
5310,4,2,-16,0,30,0,0,0,1,0,13,300,0,0
5330,4,2,-16,0,240,0,0,0,1,0,13,300,0,3
5350,4,2,-16,0,70,0,0,0,1,0,13,300,0,6
5370,4,2,-16,0,220,0,0,0,1,0,13,300,0,0
5390,4,2,-16,0,180,0,0,0,1,0,13,300,0,3
5410,4,2,-16,0,80,0,0,0,1,0,13,300,0,6
5430,4,2,-16,0,220,0,0,0,1,0,13,300,0,0
5600,3,2,912,0,150,0,0,0,1,0,13,300,0,3
5620,3,2,912,0,50,0,0,0,1,0,13,300,0,6
5640,3,2,912,0,250,0,0,0,1,0,13,300,0,0
5660,3,2,912,0,140,0,0,0,1,0,13,300,0,3
5680,3,2,912,0,80,0,0,0,1,0,13,300,0,6
5700,3,2,912,0,220,0,0,0,1,0,13,300,0,0
5720,3,2,912,0,110,0,0,0,1,0,13,300,0,3
5740,3,2,912,0,90,0,0,0,1,0,13,300,0,6
5760,3,2,912,0,30,0,0,0,1,0,13,300,0,0
5780,3,2,912,0,240,0,0,0,1,0,13,300,0,3
5800,3,2,912,0,70,0,0,0,1,0,13,300,0,6
5820,3,2,912,0,220,0,0,0,1,0,13,300,0,0
5840,3,2,912,0,180,0,0,0,1,0,13,300,0,3
5860,3,2,912,0,80,0,0,0,1,0,13,300,0,6
5880,3,2,912,0,220,0,0,0,1,0,13,300,0,0
5600,4,2,-16,0,150,0,0,0,1,0,13,300,0,3
5620,4,2,-16,0,50,0,0,0,1,0,13,300,0,6
5640,4,2,-16,0,250,0,0,0,1,0,13,300,0,0
5660,4,2,-16,0,140,0,0,0,1,0,13,300,0,3
5680,4,2,-16,0,80,0,0,0,1,0,13,300,0,6
5700,4,2,-16,0,220,0,0,0,1,0,13,300,0,0
5720,4,2,-16,0,110,0,0,0,1,0,13,300,0,3
5740,4,2,-16,0,90,0,0,0,1,0,13,300,0,6
5760,4,2,-16,0,30,0,0,0,1,0,13,300,0,0
5780,4,2,-16,0,240,0,0,0,1,0,13,300,0,3
5800,4,2,-16,0,70,0,0,0,1,0,13,300,0,6
5820,4,2,-16,0,220,0,0,0,1,0,13,300,0,0
5840,4,2,-16,0,180,0,0,0,1,0,13,300,0,3
5860,4,2,-16,0,80,0,0,0,1,0,13,300,0,6
5880,4,2,-16,0,220,0,0,0,1,0,13,300,0,0
//,,小,大,多数,,合計,,,,,,,,
//,パワー,29,6,1,,104,,,,,,,,
//,ポイント,24,5,0,,74,,,,,,,,
//,マネー,56,5,0,,106,,,,,,,,
