/カウンタ,移動パターン,敵の種類,x座標,x乱数,y座標,y乱数,スピード,発射時間,弾幕種類,弾の色,弾種類,体力,待機時間,アイテム
4650,0,0,748,0,-20,0,0,60,8,0,5,600,120,0
//,,,,0,,0,,,,,,,,
5100,0,0,448,0,-20,0,0,60,8,0,5,250,120,6
5160,0,0,180,0,-20,0,0,60,8,1,5,250,120,0
5220,0,0,700,0,-20,0,0,60,8,2,5,250,120,3
5280,0,0,400,0,-20,0,0,60,8,3,5,250,120,6
5340,0,0,720,0,-20,0,0,60,8,4,5,250,120,0
5400,0,0,100,0,-20,0,0,60,8,5,5,250,120,3
5460,0,0,500,0,-20,0,0,60,8,6,5,250,120,6
//,,,,0,,0,,,,,,,,
5200,3,2,928,0,70,0,0,0,1,0,6,150,0,3
5220,3,2,928,0,220,0,0,0,1,0,6,150,0,6
5240,3,2,928,0,180,0,0,0,1,0,6,150,0,0
5260,3,2,928,0,80,0,0,0,1,0,6,150,0,3
5280,3,2,928,0,220,0,0,0,1,0,6,150,0,6
5300,3,2,928,0,110,0,0,0,1,0,6,150,0,0
5320,3,2,928,0,80,0,0,0,1,0,6,150,0,3
5340,3,2,928,0,230,0,0,0,1,0,6,150,0,6
5360,3,2,928,0,70,0,0,0,1,0,6,150,0,0
5380,3,2,928,0,210,0,0,0,1,0,6,150,0,3
5400,3,2,928,0,190,0,0,0,1,0,6,150,0,6
5420,3,2,928,0,150,0,0,0,1,0,6,150,0,0
5440,3,2,928,0,200,0,0,0,1,0,6,150,0,6
5460,3,2,928,0,100,0,0,0,1,0,6,150,0,0
5480,3,2,928,0,90,0,0,0,1,0,6,150,0,6
5500,3,2,928,0,11,0,0,0,1,0,6,150,0,6
5520,3,2,928,0,80,0,0,0,1,0,6,150,0,0
//,,,,0,,0,,0,,,,150,,
5200,4,2,-16,0,50,0,0,0,1,0,6,150,0,3
5220,4,2,-16,0,250,0,0,0,1,0,6,150,0,6
5240,4,2,-16,0,140,0,0,0,1,0,6,150,0,0
5260,4,2,-16,0,80,0,0,0,1,0,6,150,0,3
5280,4,2,-16,0,220,0,0,0,1,0,6,150,0,6
5300,4,2,-16,0,110,0,0,0,1,0,6,150,0,0
5320,4,2,-16,0,90,0,0,0,1,0,6,150,0,3
5340,4,2,-16,0,30,0,0,0,1,0,6,150,0,6
5360,4,2,-16,0,240,0,0,0,1,0,6,150,0,0
5380,4,2,-16,0,70,0,0,0,1,0,6,150,0,3
5400,4,2,-16,0,220,0,0,0,1,0,6,150,0,6
5420,4,2,-16,0,50,0,0,0,1,0,6,150,0,0
5440,4,2,-16,0,250,0,0,0,1,0,6,150,0,3
5460,4,2,-16,0,140,0,0,0,1,0,6,150,0,6
5480,4,2,-16,0,80,0,0,0,1,0,6,150,0,0
5500,4,2,-16,0,220,0,0,0,1,0,6,150,0,3
5520,4,2,-16,0,110,0,0,0,1,0,6,150,0,6
//,,小,大,多数,,合計,,,,,,,,
//,パワー,64,4,0,,104,,,,,,,,
//,ポイント,59,2,0,,79,,,,,,,,
//,マネー,63,2,0,,83,,,,,,,,
