/カウンタ,移動パターン,敵の種類,x座標,x乱数,y座標,y乱数,スピード,発射時間,弾幕種類,弾の色,弾種類,体力,待機時間,アイテム
4440,0,0,448,80,0,0,0,0,25,2,8,200,0,0
4460,0,0,448,80,0,0,0,0,25,2,8,200,0,0
4620,0,1,448,80,0,0,0,0,26,2,3,2000,0,2
4820,0,1,248,80,0,0,0,0,26,0,3,2000,0,2
5020,0,1,648,80,0,0,0,0,26,0,3,2000,0,2
5250,0,1,448,80,0,0,0,0,27,0,3,2000,0,2
5550,0,1,248,80,0,0,0,0,27,2,3,2000,0,2
5550,0,0,608,80,0,0,0,0,24,0,3,800,0,0
5850,0,1,648,80,0,0,0,0,27,2,3,1500,0,2
5850,0,0,288,80,0,0,0,0,24,0,3,700,0,0
6250,0,1,408,80,0,0,0,0,26,0,3,1000,240,2
6250,0,1,488,80,0,0,0,0,27,2,3,1000,240,2
6250,0,0,648,80,0,0,0,0,24,0,3,600,240,8
6250,0,0,248,80,0,0,0,0,24,0,3,600,240,8
//中ボス2,,,,,,,,,,,,,,
6845,0,0,448,0,0,0,0,0,28,0,3,5000,400,2
7345,0,0,248,0,0,0,0,0,28,0,3,5000,400,2
7845,0,0,648,0,0,0,0,0,28,0,3,5000,400,2
//,,,,,,,,,,,,,,
6865,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
6875,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
6885,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
6895,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
6905,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
6915,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
6925,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
6935,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
6945,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
6955,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
6965,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
6975,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
6985,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
6995,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7005,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7015,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7025,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7035,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7045,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7055,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7065,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7075,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7085,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7095,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7105,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7115,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7125,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7135,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7145,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7155,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7165,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7175,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7185,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7195,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7205,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7215,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7225,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7235,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7245,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
//,,,,,,,,,0,,,,,
7365,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7375,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7385,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7395,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7405,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7415,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7425,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7435,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7445,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7455,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7465,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7475,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7485,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7495,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7505,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7515,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7525,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7535,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7545,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7555,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7565,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7575,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7585,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7595,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7605,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7615,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7625,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7635,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7645,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7655,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7665,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7675,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7685,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7695,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7705,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7715,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7725,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7735,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7745,7,2,928,0,80,60,0,30,0,0,6,10,0,0
//,,,,,,,,,0,,,,,
7865,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7885,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7905,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7925,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7945,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7965,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7985,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8005,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8025,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8045,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8065,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8085,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8105,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8125,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8145,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8165,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8185,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8205,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7865,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7885,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7905,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7925,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7945,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7965,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7985,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8005,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8025,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8045,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8065,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8085,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8105,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8125,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8145,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8165,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8185,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8205,7,2,928,0,80,60,0,30,0,0,6,10,0,0
//,,,,,,,,,,,,,,
8345,9,2,448,0,180,0,0,0,29,0,3,10000,400,2
//,,,,,,,,,,,,,,
8345,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8365,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8385,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8405,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8425,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8445,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8465,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8485,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8505,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8525,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8545,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8565,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8585,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8605,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8625,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8645,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8665,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8685,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8705,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8725,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8745,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8765,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8785,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8805,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8825,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8845,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
8865,8,2,-16,0,80,60,0,30,0,0,6,10,0,0
7865,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7885,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7905,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7925,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7945,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7965,7,2,928,0,80,60,0,30,0,0,6,10,0,0
7985,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8005,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8025,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8045,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8065,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8085,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8105,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8125,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8145,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8165,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8185,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8205,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8225,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8245,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8265,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8285,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8305,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8325,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8345,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8365,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8385,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8405,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8425,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8445,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8465,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8485,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8505,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8525,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8545,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8565,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8585,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8605,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8625,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8645,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8665,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8685,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8705,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8725,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8745,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8765,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8785,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8805,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8825,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8845,7,2,928,0,80,60,0,30,0,0,6,10,0,0
8865,7,2,928,0,80,60,0,30,0,0,6,10,0,0
